,PaperID,Title,FieldsOfStudy,FieldsOfStudy_s2,Journal
91,66229984ba84bc8ba0ec5fe3d02dea2f7f9e4299,The Use of A Mental Rotation Task to Assess Narcissism and Gender Biases,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
92,f25f6d38a42f4aad042cfa695ccac2f402d2923a,Gender Equality : Estimation of Biases and Development of Educational Tool,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
93,13be973025e50972ff7eee82731433f9ea234af0,Assessing gender biases: Development and initial validation of the gender role stereotypes scale,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Gender in Management: An International Journal', 'pages': '520-540', 'volume': '27'}"
94,f27b78474026723b8491a9dd3e54230f10f99238,The Gender Wage Gap in the Post-Apartheid South African Labour Market,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'ERN: Household Labor & Development (Topic)'}
95,094a15aef7f29ebb96f50904a1502bc2d05f16b6,The Mediating Role of Expected Grade on Gendered Teaching Style Biases in Teacher Evaluations,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Comprehensive Psychology', 'volume': '1'}"
96,b9d8c3bcbb34d4f4babf37dcf09c3396bec97265,The Gender Gap in Executive Compensation,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'The ANNALS of the American Academy of Political and Social Science', 'pages': '258 - 278', 'volume': '639'}"
97,ac3008de512e9873aa1824a76462edec8f5adf23,Gender Differences in Education,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",{'name': 'IZA Institute of Labor Economics Discussion Paper Series'}
98,7ff5d85d135c0d618cca36cd52ae4c9323895ea4,Gender differences in mathematics anxiety and the relation to mathematics performance while controlling for test anxiety,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Behavioral and Brain Functions : BBF', 'pages': '33 - 33', 'volume': '8'}"
99,43683fcadb96bc51662eb2f470097a315a626430,Gender Differences in Executive Compensation and Job Mobility,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Journal of Labor Economics', 'pages': '829 - 872', 'volume': '30'}"
100,bcf552403ac5d523ea46c52f27fea1a28fe064cc,Gender differences in the salaries of physician researchers.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'JAMA', 'pages': '\n          2410-7\n        ', 'volume': '307 22'}"
101,9c01be56d0138c80f7e54a06469e3075ba8106ac,Gender differences in scientific productivity: a persisting phenomenon?,"['Sociology', 'Computer Science']","[{'category': 'Sociology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Scientometrics', 'pages': '857-868', 'volume': '93'}"
102,517c4190b5f8c7a3d3862a5307df20867f446848,Education and the Gender Gaps in Health and Mortality,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Demography', 'pages': '1157-1183', 'volume': '49'}"
103,a08d81dbc3b9f32317be22a34f51e9cb88f1de9b,Gender Differences in Experimental Wage Negotiations,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Macroeconomics: Prices'}
104,8decfac9643550bd0b914a898baf6c7da6674f84,"Towards a “Friday” model of international trade: A feminist deconstruction of race and gender bias in the Robinson Crusoe trade allegory: Melanie Samson (1995, revised)",['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '199-213', 'volume': ''}"
105,682a9fa6ade7a51be0a0927afcdfd702fbcdfbc9,Gender Differences in Reading Motivation: Does Sex or Gender Identity Provide a Better Account?.,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Research in Reading', 'pages': '328-336', 'volume': '35'}"
106,bcf636152fb1154319ca2435166c27e739c8f719,Little ladies should be seen and not heard: A study of gender bias in the communication of female educational leaders,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
107,24810fcf0f7b6979e2ba46ed5d3b8a1d7d05dd64,Prevalence of metabolic syndrome and gender differences,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Bioinformation', 'pages': '613 - 616', 'volume': '8'}"
108,7af10edd3915fd79f1134b7d82fe021dfa7edc87,"ABSTRAK Majalah berhubungan dengan kekuatan dunia dan isu bias gender. Segmentasi dari majalah wanita di semua usia, biasanya justru membuat wanita menjadi komoditas. Dengan mengeksploitasi wanita, media merefleksikan ideologi patriarki di masyarakat yang diciptakan oleh kapitalisme. Majalah Compoli",,"[{'category': 'Economics', 'source': 's2-fos-model'}]",
109,088bad6be5d2117efc8ba006791ca4267134433d,Gender Differences in Children’s Arithmetic Performance Are Accounted for by Gender Differences in Language Abilities,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Psychological Science', 'pages': '320 - 330', 'volume': '23'}"
110,96c4faefd0e4cd520c381b12c184e98dc1aeabab,Gender differences in intimate partner violence outcomes.,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Psychology of Violence', 'pages': '42-57', 'volume': '2'}"
111,e8a40fd71806cadc6a07aa495b7510e8b94d5ba8,School Context and the Gender Gap in Educational Achievement,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'American Sociological Review', 'pages': '463 - 485', 'volume': '77'}"
112,34db5aea46316583fbfbd2cefa844feb6dc0282b,"Measuring psychopathic traits in juvenile offenders: Examining gender, race, and ethnicity bias",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",
113,01e801c35a55514e732b0b0cbc2347801591b071,Gender differences in patients' perceptions of inpatient care.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Health services research', 'pages': '\n          1482-501\n        ', 'volume': '47 4'}"
114,92c85cacb697482a3bf6b6ea6cf5c7b36d8d9df1,Gender Differences in Schizophrenia and First-Episode Psychosis: A Comprehensive Literature Review,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Schizophrenia Research and Treatment', 'volume': '2012'}"
115,b0ee85b8132003447d89e6b139364b88bbf686cd,"Examining Adolescents' Gender Stereotypes and Ingroup Biases About Academics, Classroom Regulatory Behavior, and Occupations",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
116,4aef3a40a321ab8a7aa7d5e8f5787b2268967802,"Gender differences in brand commitment, impulse buying, and hedonic consumption",['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Journal of Product & Brand Management', 'pages': '176-182', 'volume': '21'}"
117,258006a5e03db9dc170a00eac0086b80dd8c864d,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis.",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Journal of Immunology', 'volume': '188'}"
118,8cc6641acaebf46d024c0c175a1e8c46a0ceeea7,Gender differences in reward-related decision processing under stress.,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Social cognitive and affective neuroscience', 'pages': '\n          476-84\n        ', 'volume': '7 4'}"
119,b0ef432028eedc165ff8c5e6edf9d60bc2ae09ad,Gender Differences in Dementia Spousal Caregiving,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': ""International Journal of Alzheimer's Disease"", 'volume': '2012'}"
120,02f60f83c42b8f7b6f629cbe8fff9a8ece83381e,Sex and Gender Differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '57-60', 'volume': '220'}"
121,88b9bcb37f64d914d30fe7f5624bd549342547ef,Gender differences in implicit gender self-categorization lead to stronger gender self-stereotyping by women than by men,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'European Journal of Social Psychology', 'pages': '546-551', 'volume': '42'}"
122,83ade353e3de6da0e6062a7112879be97c34a25d,Gender differences in self-conscious emotional experience: a meta-analysis.,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Psychological bulletin', 'pages': '\n          947-81\n        ', 'volume': '138 5'}"
123,fe003cd31670a67cd60c5e26a8718c9bcfeae45c,The Gender Income Gap and the Influence of Family Formation Reconsidered. A Methodological Comment on Bobbitt-Zeher (2007),"['Sociology', 'Economics']","[{'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
124,0c637487b0b46aa8ef04bcc3ed5776572bc1626e,Gender differences in suicide methods,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Social Psychiatry and Psychiatric Epidemiology', 'pages': '857-869', 'volume': '47'}"
125,e6a4871d7599abf6c4bc37cb2ad36661e06f9546,Gender differences in adolescent depression.,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of psychosocial nursing and mental health services', 'pages': '\n          17-20\n        ', 'volume': '50 12'}"
126,6cb84e36e2c6f1787282c16fa3ff4c212d119011,Gender biases in the language and captions of anti-aids posters : The case of Zambia Anti-Aids campaign,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",
127,563a8132bffe7293c26cc191b5910495f2019bb1,Gender differences in sources of shopping enjoyment,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'International Journal of Consumer Studies', 'pages': '416-424', 'volume': '36'}"
128,cb10e7ba13bdc55f7eb1c72d40c7088801fb6d9b,The gender wage gap by education in Italy,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'The Journal of Economic Inequality', 'pages': '117-147', 'volume': '12'}"
129,45258ff30337807c5c7e524cbf39574cf877d3a1,Peer Attachment: A Meta-analytic Review of Gender and Age Differences and Associations with Parent Attachment,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Youth and Adolescence', 'pages': '650-672', 'volume': '41'}"
130,a3dd53f4b230b0bc0735986f270613cf9abb4223,Gender Differences in Bargaining Outcomes: A Field Experiment on Discrimination,"['Economics', 'Psychology']","[{'category': 'Economics', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Randomized Social Experiments eJournal'}
131,66ac5debdec88da20d62a4205477a6cf82a0aac9,Gender Gaps in the Labor Market and Aggregate Productivity,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
132,7da2f90d1b93057a62d8fd3e356e4b090d4dd7c2,Gender Differences in Sexual Assault Victimization Among College Students,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]","{'name': 'Violence and Victims', 'pages': '922 - 940', 'volume': '27'}"
133,af1c83a4dbe7d43ad1d0fd2fbe55d68ee0018dab,Gender differences in scientific productivity: a persisting phenomenon?,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Scientometrics', 'pages': '857 - 868', 'volume': '93'}"
134,5dae2d7da2b1639d0c30d5bfa535c524af49d79f,Exploring gender differences in attitudes of university students towards entrepreneurship,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'International Journal of Gender and Entrepreneurship', 'pages': '316-336', 'volume': '4'}"
135,ea79abd0745b1d0ee6d1f1c1f829b2c44d9bdfd7,"Racial, Ethnic, and Gender Differences in Perceptions of the Police",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}]","{'name': 'Journal of Contemporary Criminal Justice', 'pages': '206 - 227', 'volume': '28'}"
136,a60e31ac6a538b61686c87142896738e5bdbb0f0,Gender Differences in Adolescents’ Autobiographical Narratives,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Cognition and Development', 'pages': '295 - 319', 'volume': '13'}"
