Title,female,male,authors_nr,female_nr,male_nr,participation_f,participation_m,Title,Year,auhtors_nr_cat,authors_nr_cat
A Mixed-Methods Analysis of Gender and Career Status Differences in the Impact of the COVID-19 Pandemic on Underrepresented Postdoctoral Fellows and Early-Career Faculty,1.0,0.0,5,5,0,1,0,A Mixed-Methods Analysis of Gender and Career Status Differences in the Impact of the COVID-19 Pandemic on Underrepresented Postdoctoral Fellows and Early-Career Faculty,2022,5-10,5-10
A Mixed-Methods Investigation of Diagnostician Sex/Gender-Bias and Challenges in Assessing Females for Autism Spectrum Disorder,0.67,0.33,3,2,1,1,1,A Mixed-Methods Investigation of Diagnostician Sex/Gender-Bias and Challenges in Assessing Females for Autism Spectrum Disorder,2021,3,3
A Model of Gender Inequality and Economic Growth,0.0,1.0,3,0,3,0,1,A Model of Gender Inequality and Economic Growth,2016,3,3
A Moral- and Event- Centric Inspection of Gender Bias in Fairy Tales at A Large Scale,0.6,0.4,5,3,2,1,1,A Moral- and Event- Centric Inspection of Gender Bias in Fairy Tales at A Large Scale,2022,5-10,5-10
A Multi-aspect Analysis of Gender Bias on Online Student Evaluations,0.67,0.33,3,2,1,1,1,A Multi-aspect Analysis of Gender Bias on Online Student Evaluations,2020,3,3
A Multidimensional Approach to the Gender Gap in Poverty: An Application for Turkey,0.0,1.0,2,0,2,0,1,A Multidimensional Approach to the Gender Gap in Poverty: An Application for Turkey,2021,2,2
A Multilevel Analysis of Regional and Gender Differences in the Drinking Behavior of 23 Countries,0.86,0.14,7,6,1,1,1,A Multilevel Analysis of Regional and Gender Differences in the Drinking Behavior of 23 Countries,2019,5-10,5-10
A New Insight into the Gender Gap in Math,0.0,1.0,1,0,1,0,1,A New Insight into the Gender Gap in Math,2012,1,1
A New Look at Gender and Minority Differences in Officer Career Progression in the Military,0.33,0.67,3,1,2,1,1,A New Look at Gender and Minority Differences in Officer Career Progression in the Military,2012,3,3
A New Perspective on Gender Bias in the Upper Echelons: Why Stakeholder Variability Matters,0.67,0.33,3,2,1,1,1,A New Perspective on Gender Bias in the Upper Echelons: Why Stakeholder Variability Matters,2022,3,3
A Novel Method for Blinding Reviewers to Gender for the Purposes of Gender Bias Research,0.2,0.8,5,1,4,1,1,A Novel Method for Blinding Reviewers to Gender for the Purposes of Gender Bias Research,2019,5-10,5-10
A Novel Mutation in CACNA1S Gene Associated with Hypokalemic Periodic Paralysis Which has a Gender Difference in the Penetrance,0.4,0.6,10,4,6,1,1,A Novel Mutation in CACNA1S Gene Associated with Hypokalemic Periodic Paralysis Which has a Gender Difference in the Penetrance,2012,5-10,5-10
A Persistent Gender Bias in Chilean Press: The Influence of Journalist’s Gender and Editor’s Gender,0.0,1.0,2,0,2,0,1,A Persistent Gender Bias in Chilean Press: The Influence of Journalist’s Gender and Editor’s Gender,2020,2,2
A Perspective of Gender Differences in Chemistry and Physics Undergraduate Research Experiences,0.0,1.0,3,0,3,0,1,A Perspective of Gender Differences in Chemistry and Physics Undergraduate Research Experiences,2012,3,3
A Phenomenological Study of Factors Influencing the Gender Gap in Physics and other STEM-Related Fields,1.0,0.0,2,2,0,1,0,A Phenomenological Study of Factors Influencing the Gender Gap in Physics and other STEM-Related Fields,2014,2,2
A Portrait of Gender Bias in the Prescribed Indonesian ELT Textbook for Junior High School Students,0.0,1.0,1,0,1,0,1,A Portrait of Gender Bias in the Prescribed Indonesian ELT Textbook for Junior High School Students,2018,1,1
A Possible Explanation of the Gender Gap Among Accounting Academics: Evidence from the Choice of Research Field,1.0,0.0,2,2,0,1,0,A Possible Explanation of the Gender Gap Among Accounting Academics: Evidence from the Choice of Research Field,2014,2,2
A Potential Gender Bias in the Quality of Life - an Exploratory Standard Gamble Experiment Among Economics Students,0.0,1.0,1,0,1,0,1,A Potential Gender Bias in the Quality of Life - an Exploratory Standard Gamble Experiment Among Economics Students,2014,1,1
A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,0.67,0.33,9,6,3,1,1,A PowerPack of SuperScientists: An innovative concept by African scientists to address gender bias and inequity in science,2022,5-10,5-10
A Preliminary Study of Gender Differences in Autobiographical Memory in Children with an Autism Spectrum Disorder,1.0,0.0,3,3,0,1,0,A Preliminary Study of Gender Differences in Autobiographical Memory in Children with an Autism Spectrum Disorder,2014,3,3
A Psychometric Investigation of Gender Differences and Common Processes Across Borderline and Antisocial Personality Disorders,0.5,0.5,8,4,4,1,1,A Psychometric Investigation of Gender Differences and Common Processes Across Borderline and Antisocial Personality Disorders,2017,5-10,5-10
A Qualitative Analytic Case Study of Subliminal Gender Bias in Japanese ELTs,0.0,1.0,1,0,1,0,1,A Qualitative Analytic Case Study of Subliminal Gender Bias in Japanese ELTs,2016,1,1
A Reconsideration of Gender Differences in Risk Attitudes,0.0,1.0,2,0,2,0,1,A Reconsideration of Gender Differences in Risk Attitudes,2014,2,2
A Report of Gender Bias and Sexual Harassment in Current Plastic Surgery Training: A National Survey,0.8,0.2,5,4,1,1,1,A Report of Gender Bias and Sexual Harassment in Current Plastic Surgery Training: A National Survey,2021,5-10,5-10
A Review of Gender Bias Mitigation in Credit Scoring Models,0.67,0.33,3,2,1,1,1,A Review of Gender Bias Mitigation in Credit Scoring Models,2021,3,3
A Review of Gender Differences in Negotiation,0.5,0.5,2,1,1,1,1,A Review of Gender Differences in Negotiation,2019,2,2
A Review of the Women Entrepreneurship Performance Research Based on Gender Differences,0.0,1.0,1,0,1,0,1,A Review of the Women Entrepreneurship Performance Research Based on Gender Differences,2014,1,1
A Revolution in Education: Determinants of the Gender Gap Reversal,1.0,0.0,1,1,0,1,0,A Revolution in Education: Determinants of the Gender Gap Reversal,2014,1,1
A Road Map for Closing the Gender Pay Gap in Medicine: How Organizations Can Begin the Journey,1.0,0.0,1,1,0,1,0,A Road Map for Closing the Gender Pay Gap in Medicine: How Organizations Can Begin the Journey,2020,1,1
A Robust Approach to Composite Indicators Exploiting Interval Data: The Interval-Valued Global Gender Gap Index (IGGGI),0.5,0.5,2,1,1,1,1,A Robust Approach to Composite Indicators Exploiting Interval Data: The Interval-Valued Global Gender Gap Index (IGGGI),2018,2,2
A Scoping Review of Gender Differences in Suicide in India,0.6,0.4,5,3,2,1,1,A Scoping Review of Gender Differences in Suicide in India,2022,5-10,5-10
"A Scoping Review of Gender, Sex and Sexuality Differences in Polysubstance Use in Adolescents and Adults",0.5,0.5,6,3,3,1,1,"A Scoping Review of Gender, Sex and Sexuality Differences in Polysubstance Use in Adolescents and Adults",2022,5-10,5-10
A Scoping Review of Literature on Sex and Gender Differences Among Dementia Spousal Caregivers,1.0,0.0,3,3,0,1,0,A Scoping Review of Literature on Sex and Gender Differences Among Dementia Spousal Caregivers,2019,3,3
A Social-Psychological Process of “Fear of Crime” for Men and Women: Revisiting Gender Differences from a New Perspective,0.0,1.0,2,0,2,0,1,A Social-Psychological Process of “Fear of Crime” for Men and Women: Revisiting Gender Differences from a New Perspective,2019,2,2
A Socio- economic Analysis on the Gender Wage Gap Among Agricultural Laborers in Rural Sri Lanka,0.0,1.0,1,0,1,0,1,A Socio- economic Analysis on the Gender Wage Gap Among Agricultural Laborers in Rural Sri Lanka,2017,1,1
A Sociolinguistic Study of Gender Differences in Persian Written Performance,0.0,1.0,1,0,1,0,1,A Sociolinguistic Study of Gender Differences in Persian Written Performance,2014,1,1
A Statistical Inquiry into Gender-Based Income Inequality in Canada,0.0,1.0,1,0,1,0,1,A Statistical Inquiry into Gender-Based Income Inequality in Canada,2022,1,1
A Study of Gender Bias in Face Presentation Attack and Its Mitigation,0.5,0.5,4,2,2,1,1,A Study of Gender Bias in Face Presentation Attack and Its Mitigation,2021,4,4
"A Study of Gender Differences in Treatment of Critically Ill Newborns in NICU of Krishna Hospital, Karad, Maharashtra -",0.5,0.5,2,1,1,1,1,"A Study of Gender Differences in Treatment of Critically Ill Newborns in NICU of Krishna Hospital, Karad, Maharashtra -",2013,2,2
A Study of Gender Inequality in India,1.0,0.0,2,2,0,1,0,A Study of Gender Inequality in India,2015,2,2
A Study of Outcome Reporting Bias Using Gender Differences in Risk Attitudes,0.33,0.67,3,1,2,1,1,A Study of Outcome Reporting Bias Using Gender Differences in Risk Attitudes,2013,3,3
A Study of Psychological Reasons for Gender Differences in Preferences for Risk and Investment Decision Making,0.0,1.0,2,0,2,0,1,A Study of Psychological Reasons for Gender Differences in Preferences for Risk and Investment Decision Making,2012,2,2
A Study of Social Information Control Affordances and Gender Difference in Facebook Self-Presentation,0.75,0.25,4,3,1,1,1,A Study of Social Information Control Affordances and Gender Difference in Facebook Self-Presentation,2013,4,4
A Study of Women in Leadership: Gender Bias and Barriers,0.0,1.0,1,0,1,0,1,A Study of Women in Leadership: Gender Bias and Barriers,2018,1,1
A Study of forgiveness and Empathy: a Gender Difference,1.0,0.0,1,1,0,1,0,A Study of forgiveness and Empathy: a Gender Difference,2014,1,1
A Study of the Gender-Biased Attitudes of Korean Middle School Students toward Home Economics as a Subject: Implementing the Implicit Association Test,1.0,0.0,3,3,0,1,0,A Study of the Gender-Biased Attitudes of Korean Middle School Students toward Home Economics as a Subject: Implementing the Implicit Association Test,2019,3,3
A Study of the Influence of Gender Differences on English Learning of Senior High School Students,1.0,0.0,1,1,0,1,0,A Study of the Influence of Gender Differences on English Learning of Senior High School Students,2015,1,1
A Study of the Integrated Cognitive Model of Depression for Adolescents and Its Gender Difference,0.8,0.2,5,4,1,1,1,A Study of the Integrated Cognitive Model of Depression for Adolescents and Its Gender Difference,2012,5-10,5-10
A Study on Elements of Gender Bias Included in Children's Songs,0.5,0.5,2,1,1,1,1,A Study on Elements of Gender Bias Included in Children's Songs,2017,2,2
A Study on Factors Influencing Elders' Suicidal Ideation: Focused on Comparison of Gender Differences,0.33,0.67,3,1,2,1,1,A Study on Factors Influencing Elders' Suicidal Ideation: Focused on Comparison of Gender Differences,2014,3,3
"A Study on Gender Bias among Parents of Under Five in Urban Field Practice Area of SSIMS and RC, Davangere",0.33,0.67,3,1,2,1,1,"A Study on Gender Bias among Parents of Under Five in Urban Field Practice Area of SSIMS and RC, Davangere",2017,3,3
A Study on Gender Bias in the Job Search Process,1.0,0.0,3,3,0,1,0,A Study on Gender Bias in the Job Search Process,2015,3,3
A Study on Gender Biased Perception of Han Gong-ju,0.0,1.0,2,0,2,0,1,A Study on Gender Biased Perception of Han Gong-ju,2015,2,2
A Study on Gender Differences in Influencing Factors of Office Workers' Physical Activity,0.33,0.67,3,1,2,1,1,A Study on Gender Differences in Influencing Factors of Office Workers' Physical Activity,2013,3,3
A Study on Gender Differences in Organizational Network Structures,1.0,0.0,2,2,0,1,0,A Study on Gender Differences in Organizational Network Structures,2018,2,2
A Study on Gender Differences in Stress Faced by Life Insurance Marketing Employees,0.0,1.0,1,0,1,0,1,A Study on Gender Differences in Stress Faced by Life Insurance Marketing Employees,2012,1,1
"A Study on Gender Differences on Gratitude, Spirituality and Forgiveness Among School Teachers",0.5,0.5,2,1,1,1,1,"A Study on Gender Differences on Gratitude, Spirituality and Forgiveness Among School Teachers",2013,2,2
"A Study on Impact of Gender Differences on Customer Satisfaction, Case of Educational Sphere",0.0,1.0,1,0,1,0,1,"A Study on Impact of Gender Differences on Customer Satisfaction, Case of Educational Sphere",2017,1,1
A Study on the Determinants of Attitude toward and Intention to Use Mobile Shopping through Fashion Apps -Comparisons of Gender and Age Group Differences-,1.0,0.0,1,1,0,1,0,A Study on the Determinants of Attitude toward and Intention to Use Mobile Shopping through Fashion Apps -Comparisons of Gender and Age Group Differences-,2013,1,1
A Study on the Gender Biased and Gender Neutral Reference Terms,0.0,1.0,1,0,1,0,1,A Study on the Gender Biased and Gender Neutral Reference Terms,2019,1,1
"A Study on the Impact of Investment Experience, Gender and Level of Education on Overconfidence and Self-Attribution Bias",0.0,1.0,2,0,2,0,1,"A Study on the Impact of Investment Experience, Gender and Level of Education on Overconfidence and Self-Attribution Bias",2022,2,2
A Supply-Demand Framework for Understanding the U.S. Gender Gap in Education,0.0,1.0,1,0,1,0,1,A Supply-Demand Framework for Understanding the U.S. Gender Gap in Education,2012,1,1
A Survey of Social and Cultural Factors: Affecting the Family Attitudes Towards the Gender Inequality,0.75,0.25,4,3,1,1,1,A Survey of Social and Cultural Factors: Affecting the Family Attitudes Towards the Gender Inequality,2012,4,4
A Survey on Gender Bias in Natural Language Processing,1.0,0.0,2,2,0,1,0,A Survey on Gender Bias in Natural Language Processing,2021,2,2
A System Justification View of Sexual Violence: Legitimizing Gender Inequality and Reduced Moral Outrage Are Connected to Greater Rape Myth Acceptance,1.0,0.0,2,2,0,1,0,A System Justification View of Sexual Violence: Legitimizing Gender Inequality and Reduced Moral Outrage Are Connected to Greater Rape Myth Acceptance,2014,2,2
A Systematic Review of Gender Differences in the Effectiveness of Mindfulness-Based Treatments for Substance Use Disorders,1.0,0.0,2,2,0,1,0,A Systematic Review of Gender Differences in the Effectiveness of Mindfulness-Based Treatments for Substance Use Disorders,2013,2,2
A Systematic Review of the Gender Pay Gap and Factors That Predict It,0.0,1.0,2,0,2,0,1,A Systematic Review of the Gender Pay Gap and Factors That Predict It,2017,2,2
A Tale of Two Majors: Explaining the Gender Gap in STEM Employment among Computer Science and Engineering Degree Holders,1.0,0.0,3,3,0,1,0,A Tale of Two Majors: Explaining the Gender Gap in STEM Employment among Computer Science and Engineering Degree Holders,2017,3,3
A Temporal-Causal Network Model for Age and Gender Difference in Choice of Emotion Regulation Strategies,0.33,0.67,3,1,2,1,1,A Temporal-Causal Network Model for Age and Gender Difference in Choice of Emotion Regulation Strategies,2019,3,3
A Test of Biological and Behavioral Explanations for Gender Differences in Telomere Length: The Multi-Ethnic Study of Atherosclerosis,0.67,0.33,6,4,2,1,1,A Test of Biological and Behavioral Explanations for Gender Differences in Telomere Length: The Multi-Ethnic Study of Atherosclerosis,2014,5-10,5-10
A Test of the Biographical Availability Argument for Gender Differences in Environmental Behaviors,0.0,1.0,2,0,2,0,1,A Test of the Biographical Availability Argument for Gender Differences in Environmental Behaviors,2014,2,2
A World Full of Stereotypes? Further Investigation on Origin and Gender Bias in Multi-Lingual Word Embeddings,0.5,0.5,2,1,1,1,1,A World Full of Stereotypes? Further Investigation on Origin and Gender Bias in Multi-Lingual Word Embeddings,2021,2,2
