,Title,Year,Author,PublicationType,CitationCount,URL
2971,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis. (60.6)",2012,Olivia A. Perng,,0,https://www.semanticscholar.org/paper/e691e7f4cf4ccd2d7693e6891b4d88bda7b20456
2972,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis. (60.6)",2012,M. Aitken,,0,https://www.semanticscholar.org/paper/e691e7f4cf4ccd2d7693e6891b4d88bda7b20456
2973,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis. (60.6)",2012,V. Garcia,,0,https://www.semanticscholar.org/paper/e691e7f4cf4ccd2d7693e6891b4d88bda7b20456
2975,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis. (60.6)",2012,A. Caton,,0,https://www.semanticscholar.org/paper/e691e7f4cf4ccd2d7693e6891b4d88bda7b20456
3165,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis.",2012,Olivia A. Perng,,0,https://www.semanticscholar.org/paper/258006a5e03db9dc170a00eac0086b80dd8c864d
3166,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis.",2012,M. Aitken,,0,https://www.semanticscholar.org/paper/258006a5e03db9dc170a00eac0086b80dd8c864d
3167,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis.",2012,V. Garcia,,0,https://www.semanticscholar.org/paper/258006a5e03db9dc170a00eac0086b80dd8c864d
3169,"CD4+ T cell affinity can affect gender bias, disease severity and B cell requirement in inflammatory arthritis.",2012,A. Caton,,0,https://www.semanticscholar.org/paper/258006a5e03db9dc170a00eac0086b80dd8c864d
3408,"ABSTRAK Majalah berhubungan dengan kekuatan dunia dan isu bias gender. Segmentasi dari majalah wanita di semua usia, biasanya justru membuat wanita menjadi komoditas. Dengan mengeksploitasi wanita, media merefleksikan ideologi patriarki di masyarakat yang diciptakan oleh kapitalisme. Majalah Compoli",2012,T. A. Dijk,,0,https://www.semanticscholar.org/paper/7af10edd3915fd79f1134b7d82fe021dfa7edc87
3975,Gender Differences in Reading Motivation: Does Sex or Gender Identity Provide a Better Account?.,2012,N. Henderson,,183,https://www.semanticscholar.org/paper/682a9fa6ade7a51be0a0927afcdfd702fbcdfbc9
4075,School Context and the Gender Gap in Educational Achievement,2012,T. DiPrete,['JournalArticle'],377,https://www.semanticscholar.org/paper/e8a40fd71806cadc6a07aa495b7510e8b94d5ba8
4125,Gender differences in the salaries of physician researchers.,2012,R. Jagsi,"['JournalArticle', 'Review']",329,https://www.semanticscholar.org/paper/bcf552403ac5d523ea46c52f27fea1a28fe064cc
4126,Gender differences in the salaries of physician researchers.,2012,K. Griffith,"['JournalArticle', 'Review']",329,https://www.semanticscholar.org/paper/bcf552403ac5d523ea46c52f27fea1a28fe064cc
4127,Gender differences in the salaries of physician researchers.,2012,A. Stewart,"['JournalArticle', 'Review']",329,https://www.semanticscholar.org/paper/bcf552403ac5d523ea46c52f27fea1a28fe064cc
4129,Gender differences in the salaries of physician researchers.,2012,R. Decastro,"['JournalArticle', 'Review']",329,https://www.semanticscholar.org/paper/bcf552403ac5d523ea46c52f27fea1a28fe064cc
4130,Gender differences in the salaries of physician researchers.,2012,P. Ubel,"['JournalArticle', 'Review']",329,https://www.semanticscholar.org/paper/bcf552403ac5d523ea46c52f27fea1a28fe064cc
4252,Gender differences in reward-related decision processing under stress.,2012,N. Lighthall,['JournalArticle'],262,https://www.semanticscholar.org/paper/8cc6641acaebf46d024c0c175a1e8c46a0ceeea7
4253,Gender differences in reward-related decision processing under stress.,2012,M. Sakaki,['JournalArticle'],262,https://www.semanticscholar.org/paper/8cc6641acaebf46d024c0c175a1e8c46a0ceeea7
4254,Gender differences in reward-related decision processing under stress.,2012,S. Vasunilashorn,['JournalArticle'],262,https://www.semanticscholar.org/paper/8cc6641acaebf46d024c0c175a1e8c46a0ceeea7
4256,Gender differences in reward-related decision processing under stress.,2012,S. Somayajula,['JournalArticle'],262,https://www.semanticscholar.org/paper/8cc6641acaebf46d024c0c175a1e8c46a0ceeea7
4257,Gender differences in reward-related decision processing under stress.,2012,Eric Y. Chen,['JournalArticle'],262,https://www.semanticscholar.org/paper/8cc6641acaebf46d024c0c175a1e8c46a0ceeea7
4259,Gender differences in reward-related decision processing under stress.,2012,M. Mather,['JournalArticle'],262,https://www.semanticscholar.org/paper/8cc6641acaebf46d024c0c175a1e8c46a0ceeea7
4260,Sex and Gender Differences,2012,M. Hausmann,,77,https://www.semanticscholar.org/paper/02f60f83c42b8f7b6f629cbe8fff9a8ece83381e
4327,Gender Differences in Children’s Arithmetic Performance Are Accounted for by Gender Differences in Language Abilities,2012,Q. Dong,['JournalArticle'],97,https://www.semanticscholar.org/paper/088bad6be5d2117efc8ba006791ca4267134433d
4408,Gender differences in adolescent depression.,2012,T. McGuinness,"['Review', 'JournalArticle']",75,https://www.semanticscholar.org/paper/e6a4871d7599abf6c4bc37cb2ad36661e06f9546
4409,Gender differences in adolescent depression.,2012,J. Dyer,"['Review', 'JournalArticle']",75,https://www.semanticscholar.org/paper/e6a4871d7599abf6c4bc37cb2ad36661e06f9546
4450,Gender Differences in Schizophrenia and First-Episode Psychosis: A Comprehensive Literature Review,2012,S. Ochoa,"['JournalArticle', 'Review']",543,https://www.semanticscholar.org/paper/92c85cacb697482a3bf6b6ea6cf5c7b36d8d9df1
4451,Gender Differences in Schizophrenia and First-Episode Psychosis: A Comprehensive Literature Review,2012,J. Usall,"['JournalArticle', 'Review']",543,https://www.semanticscholar.org/paper/92c85cacb697482a3bf6b6ea6cf5c7b36d8d9df1
4452,Gender Differences in Schizophrenia and First-Episode Psychosis: A Comprehensive Literature Review,2012,J. Cobo,"['JournalArticle', 'Review']",543,https://www.semanticscholar.org/paper/92c85cacb697482a3bf6b6ea6cf5c7b36d8d9df1
4454,Gender Differences in Schizophrenia and First-Episode Psychosis: A Comprehensive Literature Review,2012,J. Kulkarni,"['JournalArticle', 'Review']",543,https://www.semanticscholar.org/paper/92c85cacb697482a3bf6b6ea6cf5c7b36d8d9df1
4624,Gender differences in scientific productivity: a persisting phenomenon?,2012,P. V. Arensbergen,['JournalArticle'],148,https://www.semanticscholar.org/paper/9c01be56d0138c80f7e54a06469e3075ba8106ac
4626,Gender differences in scientific productivity: a persisting phenomenon?,2012,P. V. D. Besselaar,['JournalArticle'],148,https://www.semanticscholar.org/paper/9c01be56d0138c80f7e54a06469e3075ba8106ac
4635,Gender Differences in Dementia Spousal Caregiving,2012,M. Laakkonen,['JournalArticle'],84,https://www.semanticscholar.org/paper/b0ef432028eedc165ff8c5e6edf9d60bc2ae09ad
4636,Gender Differences in Dementia Spousal Caregiving,2012,T. Strandberg,['JournalArticle'],84,https://www.semanticscholar.org/paper/b0ef432028eedc165ff8c5e6edf9d60bc2ae09ad
4637,Gender Differences in Dementia Spousal Caregiving,2012,N. Savikko,['JournalArticle'],84,https://www.semanticscholar.org/paper/b0ef432028eedc165ff8c5e6edf9d60bc2ae09ad
4638,Gender Differences in Dementia Spousal Caregiving,2012,R. Tilvis,['JournalArticle'],84,https://www.semanticscholar.org/paper/b0ef432028eedc165ff8c5e6edf9d60bc2ae09ad
4639,Gender Differences in Dementia Spousal Caregiving,2012,U. Eloniemi-Sulkava,['JournalArticle'],84,https://www.semanticscholar.org/paper/b0ef432028eedc165ff8c5e6edf9d60bc2ae09ad
4640,Gender Differences in Dementia Spousal Caregiving,2012,K. Pitkälä,['JournalArticle'],84,https://www.semanticscholar.org/paper/b0ef432028eedc165ff8c5e6edf9d60bc2ae09ad
4694,Gender Differences in Executive Compensation and Job Mobility,2012,Robert A. Miller,,151,https://www.semanticscholar.org/paper/43683fcadb96bc51662eb2f470097a315a626430
4704,Gender differences in mathematics anxiety and the relation to mathematics performance while controlling for test anxiety,2012,D. Szűcs,"['JournalArticle', 'Study']",379,https://www.semanticscholar.org/paper/7ff5d85d135c0d618cca36cd52ae4c9323895ea4
4705,Gender differences in mathematics anxiety and the relation to mathematics performance while controlling for test anxiety,2012,A. Dowker,"['JournalArticle', 'Study']",379,https://www.semanticscholar.org/paper/7ff5d85d135c0d618cca36cd52ae4c9323895ea4
4722,Gender differences in implicit gender self-categorization lead to stronger gender self-stereotyping by women than by men,2012,M. Cadinu,,47,https://www.semanticscholar.org/paper/88b9bcb37f64d914d30fe7f5624bd549342547ef
4877,Gender differences in patients' perceptions of inpatient care.,2012,M. Elliott,"['JournalArticle', 'Study', 'Review']",120,https://www.semanticscholar.org/paper/01e801c35a55514e732b0b0cbc2347801591b071
4878,Gender differences in patients' perceptions of inpatient care.,2012,William G. Lehrman,"['JournalArticle', 'Study', 'Review']",120,https://www.semanticscholar.org/paper/01e801c35a55514e732b0b0cbc2347801591b071
4879,Gender differences in patients' perceptions of inpatient care.,2012,M. Beckett,"['JournalArticle', 'Study', 'Review']",120,https://www.semanticscholar.org/paper/01e801c35a55514e732b0b0cbc2347801591b071
4880,Gender differences in patients' perceptions of inpatient care.,2012,E. Goldstein,"['JournalArticle', 'Study', 'Review']",120,https://www.semanticscholar.org/paper/01e801c35a55514e732b0b0cbc2347801591b071
4882,Gender differences in patients' perceptions of inpatient care.,2012,Laura A. Giordano,"['JournalArticle', 'Study', 'Review']",120,https://www.semanticscholar.org/paper/01e801c35a55514e732b0b0cbc2347801591b071
4894,Framing gender differences: Linguistic normativity affects perceptions of power and gender stereotypes,2012,P. Hegarty,,57,https://www.semanticscholar.org/paper/03b85d8e1fb4a4b1e9784d9c13a7d63b6a15de67
4895,Framing gender differences: Linguistic normativity affects perceptions of power and gender stereotypes,2012,A. Abele,,57,https://www.semanticscholar.org/paper/03b85d8e1fb4a4b1e9784d9c13a7d63b6a15de67
4905,Coping Strategies: Gender Differences and Development throughout Life Span,2012,T. Mayordomo,"['JournalArticle', 'Study']",121,https://www.semanticscholar.org/paper/35defceaffaeb98c34883d8bb9933ea49c029dc8
4906,Coping Strategies: Gender Differences and Development throughout Life Span,2012,P. Sancho,"['JournalArticle', 'Study']",121,https://www.semanticscholar.org/paper/35defceaffaeb98c34883d8bb9933ea49c029dc8
4907,Coping Strategies: Gender Differences and Development throughout Life Span,2012,J. Tomás,"['JournalArticle', 'Study']",121,https://www.semanticscholar.org/paper/35defceaffaeb98c34883d8bb9933ea49c029dc8
4929,Gender Gaps,2012,L. Lindstrom,['JournalArticle'],30,https://www.semanticscholar.org/paper/e3a99bbe497477da2cae29a7082f105f62d34133
4930,Gender Gaps,2012,R. Harwick,['JournalArticle'],30,https://www.semanticscholar.org/paper/e3a99bbe497477da2cae29a7082f105f62d34133
4931,Gender Gaps,2012,Marcus I. Poppen,['JournalArticle'],30,https://www.semanticscholar.org/paper/e3a99bbe497477da2cae29a7082f105f62d34133
4952,Gender Differences in Sexual Assault Victimization Among College Students,2012,D. Hines,['JournalArticle'],114,https://www.semanticscholar.org/paper/7da2f90d1b93057a62d8fd3e356e4b090d4dd7c2
4953,Gender Differences in Sexual Assault Victimization Among College Students,2012,J. Armstrong,['JournalArticle'],114,https://www.semanticscholar.org/paper/7da2f90d1b93057a62d8fd3e356e4b090d4dd7c2
4954,Gender Differences in Sexual Assault Victimization Among College Students,2012,K. Reed,['JournalArticle'],114,https://www.semanticscholar.org/paper/7da2f90d1b93057a62d8fd3e356e4b090d4dd7c2
5010,Gender Differences in Bargaining Outcomes: A Field Experiment on Discrimination,2012,M. Castillo,,111,https://www.semanticscholar.org/paper/a3dd53f4b230b0bc0735986f270613cf9abb4223
5012,Gender Differences in Bargaining Outcomes: A Field Experiment on Discrimination,2012,M. Torero,,111,https://www.semanticscholar.org/paper/a3dd53f4b230b0bc0735986f270613cf9abb4223
5013,Gender Differences in Bargaining Outcomes: A Field Experiment on Discrimination,2012,L. Vesterlund,,111,https://www.semanticscholar.org/paper/a3dd53f4b230b0bc0735986f270613cf9abb4223
5064,Gender Differences in Adolescents’ Autobiographical Narratives,2012,R. Fivush,,62,https://www.semanticscholar.org/paper/a60e31ac6a538b61686c87142896738e5bdbb0f0
5065,Gender Differences in Adolescents’ Autobiographical Narratives,2012,Jennifer G. Bohanek,,62,https://www.semanticscholar.org/paper/a60e31ac6a538b61686c87142896738e5bdbb0f0
5067,Gender Differences in Adolescents’ Autobiographical Narratives,2012,Sally L. Grapin,,62,https://www.semanticscholar.org/paper/a60e31ac6a538b61686c87142896738e5bdbb0f0
5069,Gender differences in utilization of preventive care services in the United States.,2012,V. Vaidya,"['JournalArticle', 'Review']",272,https://www.semanticscholar.org/paper/d64458c80699e818c021b3a67cbcfa7859e83213
5070,Gender differences in utilization of preventive care services in the United States.,2012,G. Partha,"['JournalArticle', 'Review']",272,https://www.semanticscholar.org/paper/d64458c80699e818c021b3a67cbcfa7859e83213
5124,Gender Differences Among Children With ADHD on Continuous Performance Tests,2012,J. Fine,"['Review', 'MetaAnalysis', 'JournalArticle']",100,https://www.semanticscholar.org/paper/a33bdec921d7db2bb7596bf6d241eabbed61bf4c
5254,Exploring gender differences in attitudes of university students towards entrepreneurship,2012,T. Daim,,95,https://www.semanticscholar.org/paper/5dae2d7da2b1639d0c30d5bfa535c524af49d79f
5255,Exploring gender differences in attitudes of university students towards entrepreneurship,2012,E. Bayraktaroglu,,95,https://www.semanticscholar.org/paper/5dae2d7da2b1639d0c30d5bfa535c524af49d79f
5256,Exploring gender differences in attitudes of university students towards entrepreneurship,2012,I. Novak,,95,https://www.semanticscholar.org/paper/5dae2d7da2b1639d0c30d5bfa535c524af49d79f
5500,Peer Attachment: A Meta-analytic Review of Gender and Age Differences and Associations with Parent Attachment,2012,R. Ruggieri,"['Review', 'MetaAnalysis', 'JournalArticle']",217,https://www.semanticscholar.org/paper/45258ff30337807c5c7e524cbf39574cf877d3a1
5588,Gender gap in acute coronary heart disease: Myth or reality?,2012,K. C. Sybrandy,['JournalArticle'],80,https://www.semanticscholar.org/paper/8792570ad569b3029ba9f5bd54d81b81eb5e1334
5589,Gender gap in acute coronary heart disease: Myth or reality?,2012,Y. Appelman,['JournalArticle'],80,https://www.semanticscholar.org/paper/8792570ad569b3029ba9f5bd54d81b81eb5e1334
5590,Gender gap in acute coronary heart disease: Myth or reality?,2012,F. Asselbergs,['JournalArticle'],80,https://www.semanticscholar.org/paper/8792570ad569b3029ba9f5bd54d81b81eb5e1334
5623,Gender Differences and Dynamics in Competition: The Role of Luck,2012,D. Gill,,78,https://www.semanticscholar.org/paper/e5e3502f973c333a3fe1c44f9e0d9144a75945d6
5742,Gender-related differences in the burden of non-motor symptoms in Parkinson’s disease,2012,P. Martínez-Martín,['JournalArticle'],183,https://www.semanticscholar.org/paper/ea0e532f06a067c78cf0aa05e8a60bb314377c89
5744,Gender-related differences in the burden of non-motor symptoms in Parkinson’s disease,2012,P. Odin,['JournalArticle'],183,https://www.semanticscholar.org/paper/ea0e532f06a067c78cf0aa05e8a60bb314377c89
5745,Gender-related differences in the burden of non-motor symptoms in Parkinson’s disease,2012,J. J. Hilten,['JournalArticle'],183,https://www.semanticscholar.org/paper/ea0e532f06a067c78cf0aa05e8a60bb314377c89
